fips,county,state,uninsured_population,total_population,hospital_count
37149,Polk,NC,13039,205652,5
37155,Robeson,NC,1114,6241,0
42091,Montgomery,PA,23432,133199,4
42097,Northumberland,PA,13572,96740,2
42103,Pike,PA,3822,60393,0
34025,Monmouth,NJ,3153,59123,1
34039,Union,NJ,12572,72486,1
35003,Catron,NM,1429,6854,0
35005,Chaves,NM,776,5469,0
35009,Curry,NM,2952,27585,0
30061,Mineral,MT,6924,81472,3
38001,Adams,ND,6466,71858,1
09011,New London,CT,1023,25805,1
10001,Kent,DE,10330,62535,1
10003,New Castle,DE,2545,21536,0
12009,Brevard,FL,1471,10691,0
12075,Levy,FL,61621,313599,12
05031,Craighead,AR,876,6762,0
05035,Crittenden,AR,2459,42542,0
05041,Desha,AR,616,6955,0
05057,Hempstead,AR,6523,91676,3
05063,Independence,AR,840,4800,0
05069,Jefferson,AR,14200,92815,2
05075,Lawrence,AR,1801,25093,0
05077,Lee,AR,2628,17969,0
04025,Yavapai,AZ,4277,33822,0
05005,Baxter,AR,10373,72723,1
05007,Benton,AR,3085,13884,0
16073,Owyhee,ID,8531,91546,3
16085,Valley,ID,2837,21148,0
16087,Washington,ID,367,6361,0
17013,Calhoun,IL,1612,14366,0
17021,Christian,IL,2979,16612,0
17027,Clinton,IL,5284,29563,0
16031,Cassia,ID,2389,22259,0
16035,Clearwater,ID,2137,42047,1
16037,Custer,ID,2408,33545,0
16049,Idaho,ID,2831,39073,0
16059,Lemhi,ID,26454,353879,15
18023,Clinton,IN,2310,14466,0
02282,Yakutat,AK,803,7734,0
12021,Collier,FL,426,2497,0
12033,Escambia,FL,5222,31011,0
15003,Honolulu,HI,5684,144815,2
16007,Bear Lake,ID,1754,13952,0
16011,Bingham,ID,14947,114612,2
16013,Blaine,ID,18049,165650,2
05105,Perry,AR,4523,44780,0
05107,Phillips,AR,692,9234,0
05119,Pulaski,AR,296,1605,0
17031,Cook,IL,2408,19276,0
18123,Perry,IN,12189,74052,1
18129,Posey,IN,43912,324217,6
18143,Scott,IN,5277,43405,1
18147,Spencer,IN,622,4105,0
18155,Switzerland,IN,760,7509,0
18163,Vanderburgh,IN,163,1453,0
18029,Dearborn,IN,364,2044,0
18037,Dubois,IN,2576,15914,0
18039,Elkhart,IN,817,13617,0
13135,Gwinnett,GA,25169,140573,3
13145,Harris,GA,1599,6216,0
13151,Henry,GA,11248,91910,1
13161,Jeff Davis,GA,11596,52955,1
13167,Johnson,GA,7790,33505,1
13177,Lee,GA,9514,39484,0
13179,Liberty,GA,5955,32131,0
20107,Linn,KS,473,3006,0
20117,Marshall,KS,2747,47435,0
17149,Pike,IL,5121,59446,1
17157,Randolph,IL,2067,35267,0
17161,Rock Island,IL,2268,12354,0
17171,Scott,IL,8846,61067,1
17173,Shelby,IL,1929,21588,0
17181,Union,IL,7366,98133,1
17185,Wabash,IL,1656,21419,0
17193,White,IL,1015,12743,0
17201,Winnebago,IL,7066,63861,1
13287,Turner,GA,6061,51848,1
13291,Union,GA,1684,11720,0
13299,Ware,GA,27586,115505,1
21105,Hickman,KY,11815,90206,1
48273,Kleberg,TX,4335,24029,0
48311,McMullen,TX,3851,14091,0
48315,Marion,TX,7301,63450,1
48321,Matagorda,TX,37856,195336,7
48337,Montague,TX,1618,10831,0
54047,McDowell,WV,10034,57078,1
54057,Mineral,WV,19517,126165,4
54063,Monroe,WV,4642,69643,1
54071,Pendleton,WV,1848,29519,0
54077,Preston,WV,1171,10061,0
51059,Fairfax,VA,3404,20010,0
51071,Giles,VA,13369,137776,4
51077,Grayson,VA,677,9926,0
51083,Halifax,VA,25836,159432,7
51089,Henry,VA,1356,15669,0
51093,Isle of Wight,VA,8760,104370,1
51099,King George,VA,33671,252289,8
51105,Lee,VA,4494,54501,2
21033,Caldwell,KY,41045,399587,8
13305,Wayne,GA,49269,317282,4
51117,Mecklenburg,VA,2096,19494,0
72023,Cabo Rojo,PR,16015,152136,5
72033,Cataño,PR,869,10890,0
72037,Ceiba,PR,3118,25531,0
72047,Corozal,PR,5766,104780,4
72049,Culebra,PR,3424,33631,0
72057,Guayama,PR,1479,10860,0
72065,Hatillo,PR,22604,208895,7
53007,Chelan,WA,1503,27078,0
72087,Loíza,PR,920,11272,0
72091,Manatí,PR,11663,98024,2
72097,Mayagüez,PR,331,3763,0
72107,Orocovis,PR,963,7338,0
72113,Ponce,PR,782,4519,0
72121,Sabana Grande,PR,11524,138764,3
72127,San Juan,PR,610,8616,0
72133,Santa Isabel,PR,3521,65003,0
72141,Utuado,PR,1897,21000,0
48117,Deaf Smith,TX,13811,62992,2
48261,Kenedy,TX,6092,51351,1
48135,Ector,TX,10552,43747,1
48141,El Paso,TX,42081,184011,3
48155,Foard,TX,4386,30323,0
48161,Freestone,TX,4267,17175,0
48165,Gaines,TX,8199,43489,0
51107,Loudoun,VA,10346,84561,2
51131,Northampton,VA,1390,22096,0
51147,Prince Edward,VA,2105,18734,0
51149,Prince George,VA,1405,15292,0
51159,Richmond,VA,8863,70474,1
51161,Roanoke,VA,9737,187608,3
51165,Rockingham,VA,8684,81931,1
51175,Southampton,VA,4621,41729,0
51177,Spotsylvania,VA,9009,124613,5
72071,Isabela,PR,6515,42193,0
55061,Kewaunee,WI,4062,66525,1
56039,Teton,WY,9960,42795,0
72003,Aguada,PR,1695,26264,0
72009,Aibonito,PR,6410,36548,0
72015,Arroyo,PR,5235,32584,0
53047,Okanogan,WA,2765,18621,0
48129,Donley,TX,17740,100246,1
48167,Galveston,TX,6797,38618,0
48221,Hood,TX,7572,70757,1
48225,Houston,TX,6334,27981,0
48229,Hudspeth,TX,4299,22709,0
48245,Jefferson,TX,5127,41461,0
48257,Kaufman,TX,15620,71417,1
51193,Westmoreland,VA,489,5780,0
51199,York,VA,40657,298084,13
53031,Jefferson,WA,1064,6923,0
55031,Douglas,WI,527,23296,0
55051,Iron,WI,1572,42447,0
53049,Pacific,WA,6754,72377,1
51570,Colonial Heights,VA,13163,97057,1
51630,Fredericksburg,VA,1015,4817,0
51650,Hampton,VA,3532,42910,1
51700,Newport News,VA,4100,37654,1
51735,Poquoson,VA,2341,34183,0
51770,Roanoke,VA,1519,8611,0
55071,Manitowoc,WI,2027,30098,0
55079,Milwaukee,WI,1735,34631,0
55089,Ozaukee,WI,2617,73699,1
53055,San Juan,WA,2398,22787,0
53061,Snohomish,WA,800,8235,0
53071,Walla Walla,WA,9057,61112,1
53073,Whatcom,WA,1940,10657,0
22039,Evangeline,LA,651,9518,0
27139,Scott,MN,443,15465,0
31113,Logan,NE,504,8820,0
37043,Clay,NC,2181,37475,0
39057,Greene,OH,3032,20602,0
36009,Cattaraugus,NY,1551,10546,0
47169,Trousdale,TN,39118,270095,4
46073,Jerauld,SD,1561,24945,1
48365,Panola,TX,3450,11197,0
48207,Haskell,TX,130497,672708,9
51690,Martinsville,VA,4564,38042,0
55131,Washington,WI,786,16946,0
54067,Nicholas,WV,3458,20831,0
51087,Henrico,VA,1729,19052,0
01043,Cullman,AL,646,3733,0
01109,Pike,AL,3891,27675,0
09009,New Haven,CT,1336,55163,2
05049,Fulton,AR,7025,44402,0
05127,Scott,AR,41624,541075,15
21117,Kenton,KY,1048,15805,0
19123,Mahaska,IA,361,13527,0
47015,Cannon,TN,4620,51828,1
38011,Bowman,ND,2527,34506,0
38083,Sheridan,ND,3214,19784,0
48375,Potter,TX,15016,90877,2
31065,Furnas,NE,7438,70802,1
28135,Tallahatchie,MS,15463,66120,1
41019,Douglas,OR,6305,68947,2
29013,Bates,MO,31257,581471,21
55001,Adams,WI,6480,95397,1
53057,Skagit,WA,1393,9720,0
06085,Santa Clara,CA,2261,39694,0
13017,Ben Hill,GA,5848,45691,1
18047,Franklin,IN,14316,86989,1
22123,West Carroll,LA,4058,27185,0
26067,Ionia,MI,1686,23102,0
37185,Warren,NC,1624,8001,0
45015,Berkeley,SC,1819,31490,0
13045,Carroll,GA,4253,26684,0
37093,Hoke,NC,9625,75539,1
20149,Pottawatomie,KS,899,17381,0
28033,DeSoto,MS,2869,23029,0
42001,Adams,PA,4776,32105,0
37161,Rutherford,NC,1783,12633,0
21051,Clay,KY,775,3690,0
13245,Richmond,GA,3674,31005,0
13251,Screven,GA,19525,84236,2
13261,Sumter,GA,3739,24106,0
13263,Talbot,GA,2609,20149,0
13273,Terrell,GA,512,2489,0
20193,Thomas,KS,6989,114517,2
20199,Wallace,KS,26412,323775,9
20201,Washington,KS,10460,92072,4
21195,Pike,KY,16182,162910,5
21211,Shelby,KY,952,5572,0
21213,Simpson,KY,3493,42551,1
21223,Trimble,KY,727,11320,0
21225,Union,KY,492,4094,0
20037,Crawford,KS,11781,82403,2
20043,Doniphan,KS,4626,27597,0
20061,Geary,KS,1680,20238,0
20067,Grant,KS,11177,105877,1
20071,Greeley,KS,815,8242,0
20083,Hodgeman,KS,3963,76195,1
20089,Jewell,KS,56950,415584,12
22019,Calcasieu,LA,4096,37463,0
22027,Claiborne,LA,60323,414329,6
22029,Concordia,LA,4786,37924,0
22037,East Feliciana,LA,8087,45153,1
53009,Clallam,WA,4026,35846,1
53027,Grays Harbor,WA,2608,26350,1
55105,Rock,WI,2841,66263,2
55117,Sheboygan,WI,11531,207610,7
55127,Walworth,WI,285,8428,0
55009,Brown,WI,2051,29729,0
49047,Uintah,UT,1803,31966,0
49053,Washington,UT,6015,56531,2
50001,Addison,VT,9567,165285,3
50009,Essex,VT,2657,54408,1
50017,Orange,VT,1030,15196,0
50023,Washington,VT,4861,91420,1
22003,Allen,LA,4289,70249,1
22009,Avoyelles,LA,630,4910,0
22101,St. Mary,LA,2291,11978,0
22107,Tensas,LA,125,1929,0
22109,Terrebonne,LA,1547,6970,0
21021,Boyle,KY,10456,59270,1
21023,Bracken,KY,1288,24917,0
22045,Iberia,LA,6182,100935,4
21047,Christian,KY,2433,13503,0
21055,Crittenden,KY,77870,613676,10
21059,Daviess,KY,1353,26059,0
21073,Franklin,KY,9226,76085,2
21075,Fulton,KY,892,6077,0
21089,Greenup,KY,12380,103004,2
21095,Harlan,KY,2176,33293,0
55137,Waushara,WI,5649,84450,3
56001,Albany,WY,5351,23617,0
56007,Carbon,WY,8975,37167,1
56011,Crook,WY,982,4304,0
56013,Fremont,WY,8019,33201,0
56021,Laramie,WY,2408,21711,0
54031,Hardy,WV,3166,18150,0
54035,Jackson,WV,3017,21988,0
54041,Lewis,WV,1624,10390,0
50027,Windsor,VT,5088,138195,2
51001,Accomack,VA,74912,702440,24
51021,Bland,VA,1751,12998,0
51027,Buchanan,VA,13717,94548,2
51037,Charlotte,VA,2152,19014,0
51041,Chesterfield,VA,456,5484,0
